idnota,fk_idalumno_nota,fk_idmateriacurso_nota,nota1_nota,nota2_nota,nota3_nota,notadic_nota,notafeb_nota,notadef_nota,obs_nota,createdAt,updatedAt,ciclo_lectivo_nota
545,65,19,NULL,NULL,NULL,NULL,NULL,NULL,orci luctus et ultrices posuere cubilia curae mauris viverra diam,2023-10-03,,2023
546,66,19,NULL,NULL,NULL,NULL,NULL,NULL,mauris eget massa tempor convallis nulla neque libero convallis eget,2023-02-08,,2023
547,67,19,NULL,NULL,NULL,NULL,NULL,NULL,ligula vehicula consequat morbi a ipsum integer a nibh in quis justo,2023-09-16,,2023
548,68,19,NULL,NULL,NULL,NULL,NULL,NULL,ac nibh fusce lacus purus aliquet at feugiat non pretium quis lectus suspendisse potenti in eleifend quam,2023-09-05,,2023
549,69,19,NULL,NULL,NULL,NULL,NULL,NULL,ut erat id mauris vulputate elementum nullam varius nulla facilisi cras non,2023-05-22,,2023
550,70,19,NULL,NULL,NULL,NULL,NULL,NULL,venenatis non sodales sed tincidunt eu felis fusce posuere felis sed lacus morbi,2023-01-05,,2023
551,71,19,NULL,NULL,NULL,NULL,NULL,NULL,sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus vivamus,2023-01-16,,2023
552,72,19,NULL,NULL,NULL,NULL,NULL,NULL,ut blandit non interdum in ante vestibulum ante ipsum primis in faucibus orci luctus et,2023-06-13,,2023
553,73,19,NULL,NULL,NULL,NULL,NULL,NULL,tincidunt lacus at velit vivamus vel nulla eget eros elementum pellentesque,2023-08-11,,2023
554,74,19,NULL,NULL,NULL,NULL,NULL,NULL,quis orci eget orci vehicula condimentum curabitur in libero ut massa volutpat convallis morbi odio odio elementum eu interdum eu,2023-01-02,,2023
555,75,19,NULL,NULL,NULL,NULL,NULL,NULL,amet nunc viverra dapibus nulla suscipit ligula in lacus curabitur at ipsum ac tellus semper interdum mauris ullamcorper purus,2023-08-03,,2023
556,76,19,NULL,NULL,NULL,NULL,NULL,NULL,adipiscing elit proin interdum mauris non ligula pellentesque ultrices phasellus id sapien in sapien,2023-08-26,,2023
557,77,19,NULL,NULL,NULL,NULL,NULL,NULL,nulla tellus in sagittis dui vel nisl duis ac nibh fusce lacus purus aliquet at feugiat,2023-02-18,,2023
558,78,19,NULL,NULL,NULL,NULL,NULL,NULL,at turpis a pede posuere nonummy integer non velit donec diam neque vestibulum eget vulputate ut,2023-05-20,,2023
559,79,19,NULL,NULL,NULL,NULL,NULL,NULL,suscipit a feugiat et eros vestibulum ac est lacinia nisi,2023-03-16,,2023
560,80,19,NULL,NULL,NULL,NULL,NULL,NULL,platea dictumst etiam faucibus cursus urna ut tellus nulla ut erat id mauris vulputate elementum nullam varius nulla facilisi cras,2023-07-17,,2023
561,81,19,NULL,NULL,NULL,NULL,NULL,NULL,nisl nunc rhoncus dui vel sem sed sagittis nam congue risus semper porta volutpat quam,2023-05-24,,2023
562,82,19,NULL,NULL,NULL,NULL,NULL,NULL,morbi quis tortor id nulla ultrices aliquet maecenas leo odio condimentum id luctus nec molestie sed justo pellentesque,2023-09-12,,2023
563,83,19,NULL,NULL,NULL,NULL,NULL,NULL,dictumst etiam faucibus cursus urna ut tellus nulla ut erat id mauris vulputate elementum nullam varius nulla,2023-04-07,,2023
564,84,19,NULL,NULL,NULL,NULL,NULL,NULL,elit proin risus praesent lectus vestibulum quam sapien varius ut blandit non interdum in ante vestibulum ante,2023-11-30,,2023
565,85,19,NULL,NULL,NULL,NULL,NULL,NULL,nam dui proin leo odio porttitor id consequat in consequat,2023-02-05,,2023
566,86,19,NULL,NULL,NULL,NULL,NULL,NULL,convallis duis consequat dui nec nisi volutpat eleifend donec ut dolor,2023-05-15,,2023
567,87,19,NULL,NULL,NULL,NULL,NULL,NULL,venenatis lacinia aenean sit amet justo morbi ut odio cras mi,2023-11-22,,2023
568,88,19,NULL,NULL,NULL,NULL,NULL,NULL,dolor quis odio consequat varius integer ac leo pellentesque ultrices mattis odio donec vitae nisi,2023-04-28,,2023
569,89,19,NULL,NULL,NULL,NULL,NULL,NULL,donec semper sapien a libero nam dui proin leo odio porttitor id consequat in,2023-03-10,,2023
570,90,19,NULL,NULL,NULL,NULL,NULL,NULL,suspendisse potenti cras in purus eu magna vulputate luctus cum sociis natoque penatibus et,2023-07-26,,2023
571,91,20,NULL,NULL,NULL,NULL,NULL,NULL,in hac habitasse platea dictumst aliquam augue quam sollicitudin vitae consectetuer eget rutrum at lorem,2023-10-28,,2023
572,92,20,NULL,NULL,NULL,NULL,NULL,NULL,curabitur in libero ut massa volutpat convallis morbi odio odio elementum eu interdum eu tincidunt in,2023-06-24,,2023
573,93,20,NULL,NULL,NULL,NULL,NULL,NULL,in blandit ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing elit proin interdum mauris,2023-01-20,,2023
574,94,20,NULL,NULL,NULL,NULL,NULL,NULL,felis ut at dolor quis odio consequat varius integer ac leo pellentesque ultrices,2023-11-04,,2023
575,95,20,NULL,NULL,NULL,NULL,NULL,NULL,interdum eu tincidunt in leo maecenas pulvinar lobortis est phasellus,2023-10-25,,2023
576,96,20,NULL,NULL,NULL,NULL,NULL,NULL,id turpis integer aliquet massa id lobortis convallis tortor risus dapibus augue vel accumsan tellus nisi eu orci mauris,2023-08-14,,2023
577,97,20,NULL,NULL,NULL,NULL,NULL,NULL,id ligula suspendisse ornare consequat lectus in est risus auctor sed tristique in,2023-04-20,,2023
578,98,20,NULL,NULL,NULL,NULL,NULL,NULL,odio condimentum id luctus nec molestie sed justo pellentesque viverra pede ac diam cras pellentesque volutpat dui maecenas tristique,2023-05-18,,2023
579,99,20,NULL,NULL,NULL,NULL,NULL,NULL,quam pharetra magna ac consequat metus sapien ut nunc vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere,2023-11-14,,2023
580,100,20,NULL,NULL,NULL,NULL,NULL,NULL,lacinia erat vestibulum sed magna at nunc commodo placerat praesent blandit nam nulla integer pede justo,2023-05-14,,2023
581,101,20,NULL,NULL,NULL,NULL,NULL,NULL,at turpis a pede posuere nonummy integer non velit donec diam neque vestibulum eget,2023-06-23,,2023
582,102,20,NULL,NULL,NULL,NULL,NULL,NULL,viverra eget congue eget semper rutrum nulla nunc purus phasellus in felis donec semper sapien a libero nam,2023-12-01,,2023
583,103,20,NULL,NULL,NULL,NULL,NULL,NULL,sollicitudin vitae consectetuer eget rutrum at lorem integer tincidunt ante vel ipsum praesent blandit lacinia erat vestibulum sed magna at,2023-09-25,,2023
584,104,20,NULL,NULL,NULL,NULL,NULL,NULL,venenatis non sodales sed tincidunt eu felis fusce posuere felis sed lacus,2023-06-19,,2023
585,105,20,NULL,NULL,NULL,NULL,NULL,NULL,nisi vulputate nonummy maecenas tincidunt lacus at velit vivamus vel nulla eget eros elementum pellentesque quisque porta,2023-11-04,,2023
586,106,20,NULL,NULL,NULL,NULL,NULL,NULL,ac consequat metus sapien ut nunc vestibulum ante ipsum primis in faucibus orci,2023-01-28,,2023
587,107,20,NULL,NULL,NULL,NULL,NULL,NULL,nunc commodo placerat praesent blandit nam nulla integer pede justo lacinia eget tincidunt eget tempus,2023-07-10,,2023
588,108,20,NULL,NULL,NULL,NULL,NULL,NULL,volutpat erat quisque erat eros viverra eget congue eget semper rutrum nulla nunc purus phasellus in felis,2023-07-20,,2023
589,109,20,NULL,NULL,NULL,NULL,NULL,NULL,in porttitor pede justo eu massa donec dapibus duis at velit eu,2023-04-15,,2023
590,110,20,NULL,NULL,NULL,NULL,NULL,NULL,tempus semper est quam pharetra magna ac consequat metus sapien ut nunc vestibulum ante ipsum primis in faucibus orci luctus,2023-04-12,,2023
591,111,20,NULL,NULL,NULL,NULL,NULL,NULL,non mi integer ac neque duis bibendum morbi non quam nec dui,2023-04-02,,2023
592,112,20,NULL,NULL,NULL,NULL,NULL,NULL,lacus purus aliquet at feugiat non pretium quis lectus suspendisse potenti in eleifend quam a,2023-03-12,2024-01-03,2023
593,113,20,NULL,NULL,NULL,NULL,NULL,NULL,nulla integer pede justo lacinia eget tincidunt eget tempus vel pede morbi porttitor lorem id ligula suspendisse ornare consequat lectus,2023-04-04,,2023
594,114,20,NULL,NULL,NULL,NULL,NULL,NULL,urna pretium nisl ut volutpat sapien arcu sed augue aliquam erat volutpat in congue etiam justo etiam,2023-11-22,,2023
595,115,20,NULL,NULL,NULL,NULL,NULL,NULL,in quam fringilla rhoncus mauris enim leo rhoncus sed vestibulum sit amet cursus id turpis integer aliquet massa id lobortis,2023-04-12,,2023
596,116,20,NULL,NULL,NULL,NULL,NULL,NULL,erat fermentum justo nec condimentum neque sapien placerat ante nulla justo,2023-11-23,2024-01-07,2023
597,117,20,NULL,NULL,NULL,NULL,NULL,NULL,ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae mauris viverra diam vitae quam suspendisse potenti nullam porttitor,2023-01-25,,2023
598,118,20,NULL,NULL,NULL,NULL,NULL,NULL,gravida sem praesent id massa id nisl venenatis lacinia aenean sit amet justo morbi ut odio cras,2023-05-18,,2023
599,119,20,NULL,NULL,NULL,NULL,NULL,NULL,habitasse platea dictumst morbi vestibulum velit id pretium iaculis diam erat fermentum justo nec condimentum neque sapien placerat ante nulla,2023-05-29,,2023
600,120,20,NULL,NULL,NULL,NULL,NULL,NULL,venenatis tristique fusce congue diam id ornare imperdiet sapien urna pretium nisl ut volutpat sapien arcu sed,2023-07-02,,2023
601,121,21,NULL,NULL,NULL,NULL,NULL,NULL,odio cras mi pede malesuada in imperdiet et commodo vulputate justo in blandit ultrices enim,2023-07-13,,2023
602,122,21,NULL,NULL,NULL,NULL,NULL,NULL,sed magna at nunc commodo placerat praesent blandit nam nulla integer pede,2023-04-18,,2023
603,123,21,NULL,NULL,NULL,NULL,NULL,NULL,sit amet sem fusce consequat nulla nisl nunc nisl duis bibendum felis,2023-05-15,,2023
604,124,21,NULL,NULL,NULL,NULL,NULL,NULL,et commodo vulputate justo in blandit ultrices enim lorem ipsum dolor sit amet,2023-05-29,,2023
605,125,21,NULL,NULL,NULL,NULL,NULL,NULL,duis consequat dui nec nisi volutpat eleifend donec ut dolor morbi vel lectus in quam fringilla rhoncus mauris enim leo,2023-12-12,,2023
606,126,21,NULL,NULL,NULL,NULL,NULL,NULL,curae mauris viverra diam vitae quam suspendisse potenti nullam porttitor lacus at turpis donec posuere metus vitae,2023-10-25,,2023
607,127,21,NULL,NULL,NULL,NULL,NULL,NULL,vestibulum velit id pretium iaculis diam erat fermentum justo nec condimentum neque sapien placerat ante nulla justo aliquam quis,2023-03-17,,2023
608,128,21,NULL,NULL,NULL,NULL,NULL,NULL,adipiscing elit proin interdum mauris non ligula pellentesque ultrices phasellus id sapien in sapien iaculis congue vivamus metus arcu adipiscing,2023-08-25,,2023
609,129,21,NULL,NULL,NULL,NULL,NULL,NULL,integer non velit donec diam neque vestibulum eget vulputate ut ultrices vel augue,2023-02-27,,2023
610,130,21,NULL,NULL,NULL,NULL,NULL,NULL,tortor id nulla ultrices aliquet maecenas leo odio condimentum id luctus nec,2023-10-17,,2023
611,131,21,NULL,NULL,NULL,NULL,NULL,NULL,ac nibh fusce lacus purus aliquet at feugiat non pretium quis lectus suspendisse potenti in eleifend,2023-10-06,,2023
612,132,21,NULL,NULL,NULL,NULL,NULL,NULL,amet nunc viverra dapibus nulla suscipit ligula in lacus curabitur at ipsum ac tellus semper,2023-04-21,,2023
613,133,21,NULL,NULL,NULL,NULL,NULL,NULL,vestibulum velit id pretium iaculis diam erat fermentum justo nec condimentum neque sapien placerat ante nulla justo aliquam quis turpis,2023-07-03,,2023
614,134,21,NULL,NULL,NULL,NULL,NULL,NULL,cras non velit nec nisi vulputate nonummy maecenas tincidunt lacus at velit vivamus vel,2023-12-05,,2023
615,135,21,NULL,NULL,NULL,NULL,NULL,NULL,eget semper rutrum nulla nunc purus phasellus in felis donec semper sapien a libero nam dui proin,2023-12-08,,2023
616,136,21,NULL,NULL,NULL,NULL,NULL,NULL,ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia,2023-02-05,,2023
617,137,21,NULL,NULL,NULL,NULL,NULL,NULL,ultrices posuere cubilia curae donec pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi sit,2023-12-04,,2023
618,138,21,NULL,NULL,NULL,NULL,NULL,NULL,pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet,2023-10-18,,2023
619,139,21,NULL,NULL,NULL,NULL,NULL,NULL,justo aliquam quis turpis eget elit sodales scelerisque mauris sit amet eros,2023-07-02,,2023
620,140,21,NULL,NULL,NULL,NULL,NULL,NULL,augue aliquam erat volutpat in congue etiam justo etiam pretium iaculis justo in hac habitasse platea dictumst etiam faucibus,2023-06-26,,2023
621,141,21,NULL,NULL,NULL,NULL,NULL,NULL,lacus purus aliquet at feugiat non pretium quis lectus suspendisse potenti in,2023-08-15,,2023
622,142,21,NULL,NULL,NULL,NULL,NULL,NULL,nibh ligula nec sem duis aliquam convallis nunc proin at turpis a pede posuere,2023-07-08,,2023
623,143,21,NULL,NULL,NULL,NULL,NULL,NULL,tincidunt lacus at velit vivamus vel nulla eget eros elementum pellentesque quisque porta,2023-01-13,,2023
624,144,21,NULL,NULL,NULL,NULL,NULL,NULL,volutpat dui maecenas tristique est et tempus semper est quam pharetra magna ac,2023-01-07,,2023
625,145,21,NULL,NULL,NULL,NULL,NULL,NULL,interdum venenatis turpis enim blandit mi in porttitor pede justo eu massa donec dapibus,2023-03-01,,2023
626,146,21,NULL,NULL,NULL,NULL,NULL,NULL,nonummy maecenas tincidunt lacus at velit vivamus vel nulla eget eros elementum pellentesque quisque porta volutpat erat,2023-11-09,,2023
627,147,21,NULL,NULL,NULL,NULL,NULL,NULL,rutrum neque aenean auctor gravida sem praesent id massa id nisl venenatis lacinia aenean sit amet,2023-04-17,,2023
628,148,21,NULL,NULL,NULL,NULL,NULL,NULL,est congue elementum in hac habitasse platea dictumst morbi vestibulum velit id pretium iaculis diam erat fermentum,2023-07-19,,2023
629,149,21,NULL,NULL,NULL,NULL,NULL,NULL,erat nulla tempus vivamus in felis eu sapien cursus vestibulum proin eu,2023-02-22,,2023
630,150,21,NULL,NULL,NULL,NULL,NULL,NULL,at nibh in hac habitasse platea dictumst aliquam augue quam sollicitudin vitae consectetuer eget rutrum at lorem integer,2023-04-04,,2023
631,151,22,NULL,NULL,NULL,NULL,NULL,NULL,ultrices mattis odio donec vitae nisi nam ultrices libero non mattis pulvinar nulla pede ullamcorper augue a suscipit,2023-05-27,,2023
632,152,22,NULL,NULL,NULL,NULL,NULL,NULL,massa tempor convallis nulla neque libero convallis eget eleifend luctus ultricies eu nibh quisque id justo sit,2023-12-03,,2023
633,153,22,NULL,NULL,NULL,NULL,NULL,NULL,amet justo morbi ut odio cras mi pede malesuada in imperdiet et commodo vulputate justo,2023-10-04,,2023
634,154,22,NULL,NULL,NULL,NULL,NULL,NULL,nulla sed vel enim sit amet nunc viverra dapibus nulla,2023-09-25,,2023
635,155,22,NULL,NULL,NULL,NULL,NULL,NULL,sed accumsan felis ut at dolor quis odio consequat varius,2023-11-13,,2023
636,156,22,NULL,NULL,NULL,NULL,NULL,NULL,integer ac neque duis bibendum morbi non quam nec dui luctus rutrum nulla tellus in sagittis dui vel nisl duis,2023-11-22,,2023
637,157,22,NULL,NULL,NULL,NULL,NULL,NULL,erat nulla tempus vivamus in felis eu sapien cursus vestibulum proin eu mi,2023-03-02,,2023
638,158,22,NULL,NULL,NULL,NULL,NULL,NULL,augue vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae donec pharetra magna,2023-11-03,,2023
639,159,22,NULL,NULL,NULL,NULL,NULL,NULL,odio porttitor id consequat in consequat ut nulla sed accumsan felis ut at dolor,2023-01-25,,2023
640,160,22,NULL,NULL,NULL,NULL,NULL,NULL,enim leo rhoncus sed vestibulum sit amet cursus id turpis integer aliquet massa id,2023-09-06,,2023
641,161,22,NULL,NULL,NULL,NULL,NULL,NULL,amet nulla quisque arcu libero rutrum ac lobortis vel dapibus at diam nam tristique tortor eu,2023-05-09,,2023
642,162,22,NULL,NULL,NULL,NULL,NULL,NULL,convallis nulla neque libero convallis eget eleifend luctus ultricies eu nibh quisque id justo sit amet sapien,2023-05-14,,2023
643,163,22,NULL,NULL,NULL,NULL,NULL,NULL,non mattis pulvinar nulla pede ullamcorper augue a suscipit nulla elit ac nulla sed vel enim sit amet,2023-11-14,,2023
644,164,22,NULL,NULL,NULL,NULL,NULL,NULL,quam turpis adipiscing lorem vitae mattis nibh ligula nec sem duis aliquam convallis nunc proin at turpis a pede,2023-12-21,,2023
645,165,22,NULL,NULL,NULL,NULL,NULL,NULL,mauris ullamcorper purus sit amet nulla quisque arcu libero rutrum ac lobortis vel dapibus,2023-12-19,,2023
646,166,22,NULL,NULL,NULL,NULL,NULL,NULL,lacus at turpis donec posuere metus vitae ipsum aliquam non mauris morbi non lectus aliquam sit amet diam in,2023-10-21,,2023
647,167,22,NULL,NULL,NULL,NULL,NULL,NULL,metus aenean fermentum donec ut mauris eget massa tempor convallis nulla neque libero convallis eget eleifend luctus ultricies eu,2023-06-25,,2023
648,168,22,NULL,NULL,NULL,NULL,NULL,NULL,elementum nullam varius nulla facilisi cras non velit nec nisi vulputate nonummy maecenas tincidunt lacus at velit,2023-08-18,,2023
649,169,22,NULL,NULL,NULL,NULL,NULL,NULL,magna ac consequat metus sapien ut nunc vestibulum ante ipsum primis in faucibus orci luctus et ultrices,2023-05-20,,2023
650,170,22,NULL,NULL,NULL,NULL,NULL,NULL,est congue elementum in hac habitasse platea dictumst morbi vestibulum velit id pretium iaculis diam erat fermentum,2023-03-05,,2023
651,171,22,NULL,NULL,NULL,NULL,NULL,NULL,pellentesque volutpat dui maecenas tristique est et tempus semper est quam pharetra magna ac consequat metus sapien,2023-03-09,,2023
652,172,22,NULL,NULL,NULL,NULL,NULL,NULL,nulla facilisi cras non velit nec nisi vulputate nonummy maecenas tincidunt lacus at velit vivamus vel nulla eget eros elementum,2023-01-14,,2023
653,173,22,NULL,NULL,NULL,NULL,NULL,NULL,posuere felis sed lacus morbi sem mauris laoreet ut rhoncus aliquet pulvinar,2023-06-03,,2023
654,174,22,NULL,NULL,NULL,NULL,NULL,NULL,ligula in lacus curabitur at ipsum ac tellus semper interdum mauris ullamcorper purus sit amet,2023-09-23,,2023
655,175,22,NULL,NULL,NULL,NULL,NULL,NULL,aenean fermentum donec ut mauris eget massa tempor convallis nulla neque libero convallis eget eleifend luctus,2023-07-22,,2023
656,176,22,NULL,NULL,NULL,NULL,NULL,NULL,et ultrices posuere cubilia curae nulla dapibus dolor vel est donec odio justo sollicitudin ut suscipit a,2023-04-05,,2023
657,177,22,NULL,NULL,NULL,NULL,NULL,NULL,sit amet consectetuer adipiscing elit proin interdum mauris non ligula pellentesque ultrices phasellus id sapien in sapien iaculis congue,2023-10-17,,2023
658,178,22,NULL,NULL,NULL,NULL,NULL,NULL,ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae donec pharetra magna vestibulum,2023-05-13,,2023
659,179,22,NULL,NULL,NULL,NULL,NULL,NULL,vel pede morbi porttitor lorem id ligula suspendisse ornare consequat lectus in,2023-02-20,,2023
660,180,22,NULL,NULL,NULL,NULL,NULL,NULL,nullam sit amet turpis elementum ligula vehicula consequat morbi a ipsum integer a,2023-02-22,,2023
661,181,23,NULL,NULL,NULL,NULL,NULL,NULL,donec dapibus duis at velit eu est congue elementum in hac habitasse platea dictumst morbi vestibulum velit id pretium iaculis,2023-05-13,,2023
662,182,23,NULL,NULL,NULL,NULL,NULL,NULL,nec condimentum neque sapien placerat ante nulla justo aliquam quis turpis eget elit sodales scelerisque mauris sit amet eros suspendisse,2023-03-19,,2023
663,183,23,NULL,NULL,NULL,NULL,NULL,NULL,felis sed lacus morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl nunc rhoncus dui vel,2023-07-06,,2023
664,184,23,NULL,NULL,NULL,NULL,NULL,NULL,risus dapibus augue vel accumsan tellus nisi eu orci mauris lacinia sapien quis,2023-10-17,,2023
665,185,23,NULL,NULL,NULL,NULL,NULL,NULL,dolor sit amet consectetuer adipiscing elit proin risus praesent lectus vestibulum,2023-08-09,,2023
666,186,23,NULL,NULL,NULL,NULL,NULL,NULL,dui proin leo odio porttitor id consequat in consequat ut nulla sed accumsan felis ut,2023-09-15,,2023
667,187,23,NULL,NULL,NULL,NULL,NULL,NULL,non interdum in ante vestibulum ante ipsum primis in faucibus,2023-04-11,,2023
668,188,23,NULL,NULL,NULL,NULL,NULL,NULL,consequat lectus in est risus auctor sed tristique in tempus sit amet,2023-12-12,,2023
669,189,23,NULL,NULL,NULL,NULL,NULL,NULL,non sodales sed tincidunt eu felis fusce posuere felis sed lacus morbi,2023-05-10,,2023
670,190,23,NULL,NULL,NULL,NULL,NULL,NULL,pede libero quis orci nullam molestie nibh in lectus pellentesque,2023-01-26,,2023
671,191,23,NULL,NULL,NULL,NULL,NULL,NULL,amet consectetuer adipiscing elit proin interdum mauris non ligula pellentesque ultrices phasellus id,2023-07-31,,2023
672,192,23,NULL,NULL,NULL,NULL,NULL,NULL,primis in faucibus orci luctus et ultrices posuere cubilia curae,2023-03-05,,2023
673,193,23,NULL,NULL,NULL,NULL,NULL,NULL,cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus,2023-06-24,,2023
674,194,23,NULL,NULL,NULL,NULL,NULL,NULL,a suscipit nulla elit ac nulla sed vel enim sit amet nunc viverra dapibus nulla suscipit ligula in,2023-12-23,,2023
675,195,23,NULL,NULL,NULL,NULL,NULL,NULL,tellus in sagittis dui vel nisl duis ac nibh fusce lacus purus aliquet at feugiat non pretium quis,2023-03-29,,2023
676,196,23,NULL,NULL,NULL,NULL,NULL,NULL,mauris enim leo rhoncus sed vestibulum sit amet cursus id turpis integer aliquet massa id lobortis convallis tortor risus,2023-10-14,,2023
677,197,23,NULL,NULL,NULL,NULL,NULL,NULL,ullamcorper augue a suscipit nulla elit ac nulla sed vel,2023-06-14,,2023
678,198,23,NULL,NULL,NULL,NULL,NULL,NULL,nunc commodo placerat praesent blandit nam nulla integer pede justo lacinia eget,2023-08-13,,2023
679,199,23,NULL,NULL,NULL,NULL,NULL,NULL,et ultrices posuere cubilia curae duis faucibus accumsan odio curabitur convallis,2023-01-01,,2023
680,200,23,NULL,NULL,NULL,NULL,NULL,NULL,erat tortor sollicitudin mi sit amet lobortis sapien sapien non mi integer ac neque duis bibendum morbi,2023-07-19,,2023
681,201,23,NULL,NULL,NULL,NULL,NULL,NULL,venenatis lacinia aenean sit amet justo morbi ut odio cras mi pede malesuada,2023-07-02,,2023
682,202,23,NULL,NULL,NULL,NULL,NULL,NULL,eu tincidunt in leo maecenas pulvinar lobortis est phasellus sit amet erat nulla tempus,2023-03-20,,2023
683,203,23,NULL,NULL,NULL,NULL,NULL,NULL,ut suscipit a feugiat et eros vestibulum ac est lacinia nisi venenatis tristique fusce congue diam id,2023-09-02,,2023
684,204,23,NULL,NULL,NULL,NULL,NULL,NULL,placerat praesent blandit nam nulla integer pede justo lacinia eget tincidunt eget tempus vel pede morbi porttitor lorem,2023-10-27,,2023
685,205,23,NULL,NULL,NULL,NULL,NULL,NULL,eleifend quam a odio in hac habitasse platea dictumst maecenas ut massa quis augue luctus tincidunt nulla,2023-06-11,,2023
686,206,23,NULL,NULL,NULL,NULL,NULL,NULL,libero ut massa volutpat convallis morbi odio odio elementum eu interdum eu tincidunt in leo maecenas pulvinar lobortis,2023-06-12,,2023
687,207,23,NULL,NULL,NULL,NULL,NULL,NULL,nascetur ridiculus mus etiam vel augue vestibulum rutrum rutrum neque aenean auctor gravida sem praesent id,2023-04-24,,2023
688,208,23,NULL,NULL,NULL,NULL,NULL,NULL,eu tincidunt in leo maecenas pulvinar lobortis est phasellus sit amet erat nulla tempus vivamus in felis,2023-09-15,,2023
689,209,23,NULL,NULL,NULL,NULL,NULL,NULL,turpis nec euismod scelerisque quam turpis adipiscing lorem vitae mattis nibh ligula nec sem duis,2023-03-10,,2023
690,210,23,NULL,NULL,NULL,NULL,NULL,NULL,integer pede justo lacinia eget tincidunt eget tempus vel pede morbi porttitor lorem id ligula suspendisse ornare consequat lectus in,2023-05-15,,2023
691,211,24,NULL,NULL,NULL,NULL,NULL,NULL,in quis justo maecenas rhoncus aliquam lacus morbi quis tortor id nulla ultrices,2023-03-29,,2023
692,212,24,NULL,NULL,NULL,NULL,NULL,NULL,potenti in eleifend quam a odio in hac habitasse platea dictumst maecenas ut massa quis,2023-05-02,,2023
693,213,24,NULL,NULL,NULL,NULL,NULL,NULL,nec dui luctus rutrum nulla tellus in sagittis dui vel nisl duis ac nibh fusce lacus purus,2023-01-17,,2023
694,214,24,NULL,NULL,NULL,NULL,NULL,NULL,congue diam id ornare imperdiet sapien urna pretium nisl ut volutpat sapien arcu sed augue aliquam erat volutpat in congue,2023-09-16,,2023
695,215,24,NULL,NULL,NULL,NULL,NULL,NULL,nec molestie sed justo pellentesque viverra pede ac diam cras pellentesque,2023-11-28,,2023
696,216,24,NULL,NULL,NULL,NULL,NULL,NULL,imperdiet sapien urna pretium nisl ut volutpat sapien arcu sed augue aliquam erat volutpat,2023-11-02,,2023
697,217,24,NULL,NULL,NULL,NULL,NULL,NULL,lectus in quam fringilla rhoncus mauris enim leo rhoncus sed,2023-06-07,,2023
698,218,24,NULL,NULL,NULL,NULL,NULL,NULL,pellentesque at nulla suspendisse potenti cras in purus eu magna vulputate luctus cum sociis,2023-08-21,,2023
699,219,24,NULL,NULL,NULL,NULL,NULL,NULL,mauris ullamcorper purus sit amet nulla quisque arcu libero rutrum,2023-07-01,,2023
700,220,24,NULL,NULL,NULL,NULL,NULL,NULL,facilisi cras non velit nec nisi vulputate nonummy maecenas tincidunt lacus at velit vivamus vel nulla eget eros,2023-02-21,,2023
701,221,24,NULL,NULL,NULL,NULL,NULL,NULL,ut tellus nulla ut erat id mauris vulputate elementum nullam varius nulla,2023-02-22,,2023
702,222,24,NULL,NULL,NULL,NULL,NULL,NULL,aliquet at feugiat non pretium quis lectus suspendisse potenti in eleifend quam a odio,2023-09-16,,2023
703,223,24,NULL,NULL,NULL,NULL,NULL,NULL,vitae nisi nam ultrices libero non mattis pulvinar nulla pede ullamcorper augue a suscipit,2023-06-03,,2023
704,224,24,NULL,NULL,NULL,NULL,NULL,NULL,convallis nunc proin at turpis a pede posuere nonummy integer non velit donec diam neque vestibulum,2023-03-22,,2023
705,225,24,NULL,NULL,NULL,NULL,NULL,NULL,duis bibendum felis sed interdum venenatis turpis enim blandit mi in porttitor pede justo eu massa,2023-08-28,,2023
706,226,24,NULL,NULL,NULL,NULL,NULL,NULL,non mauris morbi non lectus aliquam sit amet diam in magna bibendum imperdiet nullam orci pede venenatis non,2023-10-27,,2023
707,227,24,NULL,NULL,NULL,NULL,NULL,NULL,felis fusce posuere felis sed lacus morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl,2023-08-07,,2023
708,228,24,NULL,NULL,NULL,NULL,NULL,NULL,a ipsum integer a nibh in quis justo maecenas rhoncus aliquam lacus morbi quis,2023-03-01,,2023
709,229,24,NULL,NULL,NULL,NULL,NULL,NULL,donec quis orci eget orci vehicula condimentum curabitur in libero,2023-07-18,,2023
710,230,24,NULL,NULL,NULL,NULL,NULL,NULL,sed magna at nunc commodo placerat praesent blandit nam nulla integer pede justo lacinia eget tincidunt eget tempus,2023-07-03,,2023
711,231,24,NULL,NULL,NULL,NULL,NULL,NULL,est congue elementum in hac habitasse platea dictumst morbi vestibulum,2023-03-06,,2023
712,232,24,NULL,NULL,NULL,NULL,NULL,NULL,volutpat convallis morbi odio odio elementum eu interdum eu tincidunt in leo maecenas pulvinar lobortis est phasellus,2023-06-18,,2023
